MMDA03:000113076:mpeg21:a0036	1928	Provinciale Drentsche en Asser courant	De Bisamrat.	artikel	0.8919949174078781	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMKB04:000148808:mpeg21:a0103	1935	Haagsche courant	DE BISAMRAT NADERT EEN BELAGER VAN ONZE DIJKEN	artikel	0.9614305750350631	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMRANM02:000029524:mpeg21:a0005	1927	Provinciale Geldersche en Nijmeegsche courant	HET BELANGRIJKSTE NIEUWS	artikel	0.8938547486033519	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMKB04:000139679:mpeg21:a0035	1918	Haagsche courant	BUITENLAND.	artikel	0.8785714285714286	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMKB08:000111610:mpeg21:a0096	1937	Arnhemsche courant	BINNENLAND Uit de Staatscourant.	artikel	0.9477958236658933	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
ddd:010015516:mpeg21:a0074	1934	Het Vaderland : staat- en letterkundig nieuwsblad	GEEN BISAMRAT TE APELDOORN.	artikel	0.8333333333333334	nl	05_Pest_control	\N	Landelijk	\N	\N
ddd:010016149:mpeg21:a0004	1935	Het Vaderland : staat- en letterkundig nieuwsblad	Scherven van gisteren	artikel	0.8747044917257684	nl	05_Pest_control	\N	Landelijk	\N	\N
KBDDD02:000196795:mpeg21:a0013	1928	Limburger koerier	ERNSTIG GEVAAR VOOR ONZE DIJKEN De bisamrat gesignaleerd.	artikel	0.8933333333333333	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMHCO01:000087243:mpeg21:a0136	1935	Provinciale Overijsselsche en Zwolsche courant	BISAMRAT EN BEVERRAT	artikel	0.8888888888888888	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMKB04:000196764:mpeg21:a0047	1928	De Maasbode	LAND EN TUINBOUW DE BISAMRAT	artikel	0.9019607843137255	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
KBNRC01:000053668:mpeg21:a0061	1938	Algemeen Handelsblad	DIER BIJ BUDEL WAS BISAMRAT Onderzoek gaat voort.	artikel	0.8776978417266187	nl	05_Pest_control	\N	Landelijk	\N	\N
MMDA03:000094659:mpeg21:a0003	1871	Provinciale Drentsche en Asser courant	BUITENLAND.	artikel	0.9309791332263242	nl	01_Natural_history	\N	Regionaal/lokaal	\N	\N
MMGAVL01:000032833:mpeg21:a0037	1938	Mooi Limburg	VOOR HET JONGE VOLKJE Van Jantje, die alles wilde hebben Reizen om de wereld	artikel	0.976998904709748	nl	01_Natural_history	\N	Regionaal/lokaal	\N	\N
MMHCO01:000080809:mpeg21:a0002	1917	Provinciale Overijsselsche en Zwolsche courant	BINNENLAND. Staten-Generaal.	artikel	0.9173656415035726	nl	01_Natural_history	\N	Regionaal/lokaal	\N	\N
MMHCO01:000086708:mpeg21:a0001	1924	Provinciale Overijsselsche en Zwolsche courant	BUITENLAND. Algemeen Overzicht.	artikel	0.9276785714285715	nl	01_Natural_history	\N	Regionaal/lokaal	\N	\N
MMKB04:000148720:mpeg21:a0091	1934	Haagsche courant	VAN ALLES WAT .... DE NATUUR OP REIS!	artikel	0.9346563407550823	nl	01_Natural_history	\N	Regionaal/lokaal	\N	\N
MMKB04:000186496:mpeg21:a0066	1911	De Maasbode	Voor de Vrouwen. In Afrika op de jacht.	artikel	0.940883634100809	nl	01_Natural_history	\N	Regionaal/lokaal	\N	\N
MMKB04:000195209:mpeg21:a0024	1926	De Maasbode	WALLSTREET-NIEUWS.	artikel	0.8101736972704715	nl	06_Hunt_economical	\N	Regionaal/lokaal	\N	\N
MMKB04:000196392:mpeg21:a0004	1928	De Maasbode	EERSTE KAMER. STAATSBEG ROOTING 1928	artikel	0.9560219890054973	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMSAEN01:000049616:mpeg21:a0051	1928	Twentsch dagblad Tubantia en Enschedesche courant	3e BLAD van Zaterdag 28 Jan. 1928. RETORSIEMAATREGELEN.	artikel	0.9644779332615716	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMKB08:000121738:mpeg21:a0006	1912	Delftsche courant	Gemengde Berichten. Buitenland.	artikel	0.9191919191919192	nl	06_Hunt_economical	\N	Regionaal/lokaal	\N	\N
MMRANM02:000018946:mpeg21:a0061	1917	Provinciale Geldersche en Nijmeegsche courant	Muskus- of bisamrat.	artikel	0.8878842676311031	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMRANM02:000027422:mpeg21:a0002	1930	Provinciale Geldersche en Nijmeegsche courant	Binnenland. Telegrafisch Weerbericht.	artikel	0.9482082134449386	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMRANM02:000027492:mpeg21:a0031	1930	Provinciale Geldersche en Nijmeegsche courant	Wering en Bestrijding van de Blsamrat. Uit „Onze Staatsmachine&quot; No. 258.	artikel	0.946376811594203	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMRANM02:000034940:mpeg21:a0047	1937	Provinciale Geldersche en Nijmeegsche courant	VAN ONZE LEESTAFEL	artikel	0.9428571428571428	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMSAEN01:000049644:mpeg21:a0063	1928	Twentsch dagblad Tubantia en Enschedesche courant	De Bisamrat.	artikel	0.9112149532710281	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMSAB03:000062165:mpeg21:a0006	1917	Bredasche courant	Populair Wetenschappelijke Kroniek. De Muskusrat.	artikel	0.8819167142042214	nl	01_Natural_history	\N	Regionaal/lokaal	\N	\N
MMSADB01:000002103:mpeg21:a0045	1924	Provinciale Noordbrabantsche en 's Hertogenbossche courant	Buitenland.	artikel	0.9182444061962134	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMSADB01:000002419:mpeg21:a0012	1923	Provinciale Noordbrabantsche en 's Hertogenbossche courant	Voor de Vrouwen.	artikel	0.9360255897640943	nl	06_Hunt_economical	\N	Regionaal/lokaal	\N	\N
MMSADB01:000004074:mpeg21:a0048	1922	Provinciale Noordbrabantsche en 's Hertogenbossche courant	Brieven uit Weenen.	artikel	0.9457587997691864	nl	03_Nuisance_immaterial	\N	Regionaal/lokaal	\N	\N
MMSADB01:000010192:mpeg21:a0037	1929	Provinciale Noordbrabantsche en 's Hertogenbossche courant	BINNENLAND.	artikel	0.9434604904632152	nl	02_Nuisance_material	\N	Regionaal/lokaal	\N	\N
MMSADB01:000013772:mpeg21:a0050	1928	Provinciale Noordbrabantsche en 's Hertogenbossche courant	LANDBOUW. VOORLOOPIG GEEN GEVAAR VAN DE BISAMRAT.	artikel	0.9244186046511628	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
MMSADB01:000014763:mpeg21:a0114	1937	Provinciale Noordbrabantsche en 's Hertogenbossche courant	LEEST IN DEZE EDITIE:	artikel	0.7534246575342466	nl	05_Pest_control	\N	Regionaal/lokaal	\N	\N
